FID,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,geom,couleur
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e9,2020-11-15T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e8,2020-11-14T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,3,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e7,2020-11-14T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e6,2020-11-14T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e5,2020-11-14T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e4,2020-11-14T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e3,2020-11-14T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,4,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e2,2020-11-14T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e1,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16e0,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16df,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,2,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16de,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16dd,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16dc,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16db,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16da,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,3,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d9,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d8,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d7,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,3,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d6,2020-11-12T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,2,0,4,3,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d5,2020-11-12T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,4,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d4,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d3,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d2,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d1,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16d0,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16cf,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16ce,2020-11-11T10:00:00,2,Très bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,2,2,0,POINT (349555.0070453745 6789093.386528317),#5CCB60
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16cd,2020-11-11T10:00:00,2,Très bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,2,2,0,POINT (338719.75810268405 6844013.788199687),#5CCB60
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16cc,2020-11-10T10:00:00,2,Très bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,2,2,0,POINT (269153.2682993477 6832824.934141148),#5CCB60
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16cb,2020-11-10T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16ca,2020-11-10T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,2,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c9,2020-11-10T10:00:00,2,Très bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,2,2,0,POINT (172753.63056731108 6795400.543816281),#5CCB60
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c8,2020-11-10T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c7,2020-11-10T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,3,0,2,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c6,2020-11-10T10:00:00,2,Très bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),2,0,2,2,0,POINT (338719.75810268405 6844013.788199687),#5CCB60
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c5,2020-11-09T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c4,2020-11-09T10:00:00,2,Très bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,2,2,0,POINT (349555.0070453745 6789093.386528317),#5CCB60
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c3,2020-11-09T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,2,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c2,2020-11-09T10:00:00,2,Très bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,2,2,0,POINT (269153.2682993477 6832824.934141148),#5CCB60
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c1,2020-11-09T10:00:00,2,Très bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,2,2,0,POINT (338719.75810268405 6844013.788199687),#5CCB60
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16c0,2020-11-09T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16bf,2020-11-09T10:00:00,2,Très bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,2,2,0,POINT (269961.1106939723 6746307.8992528645),#5CCB60
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16be,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16bd,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16bc,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,2,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16bb,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,2,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16ba,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16b9,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16b8,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17757ae69ed_-16b7,2020-11-07T10:00:00,5,Moyen,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,5,0,POINT (349555.0070453745 6789093.386528317),#FFFF00
